theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Giorgio Agamben,Homo Sacer,,The figure who can be killed but not sacrificed.,Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,Contemporary,DB,high
Giorgio Agamben,State of Exception,Stato di eccezione,Suspension of law that paradoxically founds sovereign power.,Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,Contemporary,DB,high
Giorgio Agamben,The Camp,,The camp as the hidden paradigm of modern political space.,Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,Contemporary,Knowledge,high
Giorgio Agamben,Profanation,Profanazione,Returning sacred or captured things to common free use.,Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,Contemporary,Knowledge,med
Gisèle Sapiro,The Sociology of Literature,,Literature studied as a structured social field of production.,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,DB,high
Gisèle Sapiro,The Responsibility of the Writer,,The writer's moral and political accountability for their work.,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,DB,high
Gisèle Sapiro,The French Writers' War,La Guerre des écrivains,French intellectuals' choices and conflicts under occupation.,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,DB,high
Gisèle Sapiro,Translation as Transnational Field,,Literary translation as a structured global cultural exchange.,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,Knowledge,med
Glauber Rocha,Aesthetics of Hunger,Estética da fome,Third-world cinema embracing scarcity and violence as form.,Critics,Historical & Cultural Materialist,B. Cultural Studies,Modern,DB,high
Glauber Rocha,Cinema Novo,,Brazilian movement of politically engaged low-budget filmmaking.,Critics,Historical & Cultural Materialist,B. Cultural Studies,Modern,DB,high
Glauber Rocha,Manifesto of Cinema Novo,,Founding declaration of revolutionary Brazilian cinema.,Critics,Historical & Cultural Materialist,B. Cultural Studies,Modern,DB,high
Glauber Rocha,Aesthetics of Dreams,Estética do sonho,Revolutionary art driven by irrationality myth and dream.,Critics,Historical & Cultural Materialist,B. Cultural Studies,Modern,Knowledge,med
Graeme Turner,The Demotic Turn,,Ordinary people's rising visibility in media as celebrity.,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Graeme Turner,Understanding Celebrity,,The cultural function and production of celebrity.,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Graeme Turner,Ordinary People and the Media,,How everyday people are incorporated into media systems.,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Graeme Turner,National Fictions,,National identity narrated through Australian film and literature.,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,Knowledge,med
Greg Tate,Everything But the Burden,,White appropriation of Black culture without its costs.,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Greg Tate,Flyboy in the Buttermilk,,Pioneering Black cultural criticism of art and music.,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Greg Tate,Midnight Lightning,,Jimi Hendrix reclaimed within the Black musical tradition.,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Greg Tate,Black Vernacular Criticism,,Criticism written in the idiom of Black cultural expression.,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,Knowledge,med
Guy Debord,Society of the Spectacle,La Société du spectacle,Social life replaced by images and passive consumption.,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,DB,high
Guy Debord,Détournement,Détournement,Subversive rerouting of existing images against their meaning.,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,DB,high
Guy Debord,Psychogeography,Psychogéographie,Study of how urban geography affects emotions and behavior.,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,DB,high
Guy Debord,The Dérive,La dérive,Drifting through the city guided by its psychic atmospheres.,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,Knowledge,high
Guy Standing,The Precariat,,A new class living in chronic economic insecurity.,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,Contemporary,DB,high
Guy Standing,Basic Income,,An unconditional regular payment to every individual.,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,Contemporary,DB,high
Guy Standing,The Corruption of Capitalism,,Rentier capitalism enriching owners over actual producers.,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,Contemporary,DB,high
Guy Standing,The Commons,,Shared resources to be reclaimed from enclosure and rentiers.,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,Contemporary,Knowledge,med
Haiqing Yu,Internet in China,,Critical study of China's distinctive internet culture and governance.,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,DB,high
Haiqing Yu,Digital Socialist Governance,,Digital platforms enrolled in China's socialist governance.,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,DB,high
Haiqing Yu,Media and Cultural Transformation in China,,How media reshape China's social and cultural life.,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,DB,high
Haiqing Yu,Social Credit and Datafication,,Datafied governance scoring and shaping citizen conduct.,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,Knowledge,med
Hamid Naficy,Accented Cinema,,Films made by exiled and diasporic filmmakers carrying displacement.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Hamid Naficy,Exilic and Diasporic Filmmaking,,Cinema shaped by the experience of displacement and longing.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Hamid Naficy,Iranian Cinema,,Comprehensive social history of Iranian film.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Hamid Naficy,Epistolary Cinema,,Films structured as letters expressing exilic distance and desire.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,Knowledge,med
Hannah Arendt,The Banality of Evil,,Evil enacted through unthinking bureaucratic obedience.,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,DB,high
Hannah Arendt,The Human Condition,,Distinguishing labor work and action as human activities.,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,DB,high
Hannah Arendt,The Origins of Totalitarianism,,How total domination emerged through terror and ideology.,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,DB,high
Hannah Arendt,Natality,,Human capacity to begin anew grounding political freedom.,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,Knowledge,high
Hannah Arendt,The Public Realm,,The shared space of appearance where political action occurs.,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,Knowledge,high
Hans Ulrich Gumbrecht,Production of Presence,,Recovering bodily presence beyond the dominance of meaning.,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,Contemporary,DB,high
Hans Ulrich Gumbrecht,In Praise of Athletic Beauty,,Sport's aesthetic experience of fleeting embodied beauty.,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,Contemporary,DB,high
Hans Ulrich Gumbrecht,After 1945,,Reading postwar moods as latent atmospheres of an era.,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,Contemporary,DB,high
Hans Ulrich Gumbrecht,Stimmung (Atmosphere),Stimmung,Mood and atmosphere as a way of reading literary tone.,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,Contemporary,Knowledge,med
Hany Farid,Photo Forensics,,Detecting manipulation through analysis of digital image artifacts.,Critics,Digital & Media-Specific,B. Computational & Cultural Analytics,Contemporary,DB,high
Hany Farid,Digital Image Tampering,,Identifying altered photographs through computational analysis.,Critics,Digital & Media-Specific,B. Computational & Cultural Analytics,Contemporary,DB,high
Hany Farid,Fake Photos,,How fabricated images deceive and how to detect them.,Critics,Digital & Media-Specific,B. Computational & Cultural Analytics,Contemporary,DB,high
Hany Farid,Deepfake Detection,,Computational methods for exposing AI-generated synthetic media.,Critics,Digital & Media-Specific,B. Computational & Cultural Analytics,Contemporary,Knowledge,high
Harry Collins,Interactional Expertise,,Mastering a field's language without practicing its skills.,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,DB,high
Harry Collins,Sociology of Scientific Knowledge,,Scientific knowledge studied as socially constructed.,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,DB,high
Harry Collins,Gravity's Ghost,,Ethnography of how physicists detect gravitational waves.,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,DB,high
Harry Collins,Tacit Knowledge,,Skilled knowledge that cannot be fully made explicit.,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,Knowledge,high
Harry Edwards,The Revolt of the Black Athlete,,Black athletes' political resistance against racial injustice.,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,DB,high
Harry Edwards,Sociology of Sport,,Founding the systematic study of sport's social dimensions.,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,DB,high
Harry Edwards,Sport and Social Change,,Sport as an arena for advancing social justice.,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,DB,high
Harry Edwards,The Black Dumb Jock,,Critique of the stereotype confining Black athletes to bodies.,ART,Sport & Physical Culture,A. Sociology & Politics of Sport,Modern,Knowledge,med
Henri Bergson,Duration,Durée,Lived time as a continuous indivisible qualitative flow.,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Modern,DB,high
Henri Bergson,Élan Vital,Élan vital,The creative vital impulse driving evolution and life.,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Modern,DB,high
Henri Bergson,Laughter,Le Rire,Laughter as social correction of mechanical rigidity in life.,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Modern,DB,high
Henri Bergson,Intuition,,Knowing reality from within through direct sympathetic insight.,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Modern,Knowledge,high
Herman Gray,Watching Race,,Television's contested representation of Blackness.,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Herman Gray,Post-Soul Aesthetics,,Black cultural expression after the civil rights era.,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Herman Gray,Cultural Moves,,Black cultural politics negotiating recognition and difference.,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Herman Gray,Politics of Representation,,The struggle over how Blackness is made visible in media.,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,Knowledge,med
Henry Jenkins,Convergence Culture,,Old and new media colliding around active audience participation.,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Henry Jenkins,Participatory Culture,,Fans and users actively producing and circulating media.,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Henry Jenkins,Transmedia Storytelling,,Stories unfolding across multiple coordinated media platforms.,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Henry Jenkins,Spreadable Media,,Content circulating through audience sharing rather than push.,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Henry Jenkins,Textual Poaching,,Fans appropriating and rewriting media for their own meanings.,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Knowledge,high
Hernando de Soto,Dead Capital,,Untitled informal assets unable to generate economic value.,Economics,Institutional & Evolutionary Economics,Institutional Economics,Contemporary,DB,high
Hernando de Soto,The Mystery of Capital,,Why capitalism succeeds in the West but fails elsewhere.,Economics,Institutional & Evolutionary Economics,Institutional Economics,Contemporary,DB,high
Hernando de Soto,Property Rights,,Formal legal titles as the foundation of wealth creation.,Economics,Institutional & Evolutionary Economics,Institutional Economics,Contemporary,DB,high
Hernando de Soto,The Informal Economy,,The vast extralegal sector of the developing world.,Economics,Institutional & Evolutionary Economics,Institutional Economics,Contemporary,Knowledge,med
Hilary Mantel,Wolf Hall,,Historical fiction reanimating Thomas Cromwell's Tudor world.,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,DB,high
Hilary Mantel,Royal Bodies,,The monarchy's bodies as objects of public scrutiny and projection.,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,DB,high
Hilary Mantel,Giving Up the Ghost,,Memoir confronting illness loss and the haunting past.,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,DB,high
Hilary Mantel,Historical Present Tense,,Narrating history in immediate present-tense immersive perspective.,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,Knowledge,med
Hiroshi Aoyagi,Idol Performance,,Japanese pop idols as managed marketable cultural performers.,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Contemporary,DB,high
Hiroshi Aoyagi,Islands of Eight Million Smiles,,Ethnography of Japan's idol industry and fan culture.,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Contemporary,DB,high
Hiroshi Aoyagi,Public Apology,,The cultural ritual and performance of apology in Japan.,Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,Contemporary,DB,high
Homi K. Bhabha,Hybridity,,Colonial cultures mixing to produce new in-between identities.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Homi K. Bhabha,Mimicry,,Colonial subjects imitating yet unsettling the colonizer.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Homi K. Bhabha,Third Space,,The in-between zone where new cultural meanings emerge.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Homi K. Bhabha,The Location of Culture,,Culture located in liminal interstitial spaces of difference.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Homi K. Bhabha,Ambivalence,,The colonizer's contradictory simultaneous attraction and repulsion.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,Knowledge,high
Howard Gardner,Multiple Intelligences,,Intelligence as several distinct independent capacities.,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,DB,high
Howard Gardner,Frames of Mind,,The foundational theory of multiple human intelligences.,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,DB,high
Howard Gardner,Bodily-Kinesthetic Intelligence,,Intelligence expressed through bodily movement and control.,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,DB,high
Howard Gardner,Five Minds for the Future,,Disciplined synthesizing creating respectful and ethical minds.,Psychology,Cognitive,A. Social-Cognitive Theory,Modern,Knowledge,med
Hélène Cixous,Écriture Féminine,Écriture féminine,Feminine writing inscribing the body and difference into language.,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,Modern,DB,high
Hélène Cixous,The Laugh of the Medusa,Le Rire de la Méduse,Manifesto urging women to write themselves into being.,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,Modern,DB,high
Hélène Cixous,French Feminism,,Theory linking sexual difference language and the unconscious.,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,Modern,DB,high
Hélène Cixous,Stigmata,,Writing that bears the wounds and traces of the body.,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,Modern,DB,med
Iain Borden,"Skateboarding, Space and the City",,Skateboarding as a bodily critique of urban architecture.,ART,Architecture & the Built Environment,"B. Architecture, Society & Power",Contemporary,DB,high
Iain Borden,Skateboarding as Critique,,Skaters reimagining city spaces against their intended use.,ART,Architecture & the Built Environment,"B. Architecture, Society & Power",Contemporary,DB,high
Iain Borden,The Unknown City,,Recovering everyday lived experiences of urban space.,ART,Architecture & the Built Environment,"B. Architecture, Society & Power",Contemporary,DB,high
Iain Borden,Architecture of the Body,,Bodily movement as a way of producing architectural meaning.,ART,Architecture & the Built Environment,"B. Architecture, Society & Power",Contemporary,Knowledge,med
Ian Condry,The Soul of Anime,,Collaborative creativity behind Japan's anime production.,Culture,Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,DB,high
Ian Condry,Hip-Hop Japan,,How Japanese youth localize and remake global hip-hop.,Culture,Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,DB,high
Ian Condry,Media Mix,,Cross-media franchising linking anime manga games and merchandise.,Culture,Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,DB,high
Ian Condry,Genba (Site of Creation),,The actual sites where cultural production happens collaboratively.,Culture,Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,Knowledge,med
Idelber Avelar,The Untimely Present,,Latin American postdictatorial literature mourning lost defeat.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Idelber Avelar,The Letter of Violence,,Violence and its representation in Latin American writing.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Idelber Avelar,Transculturation,,Mutual cultural transformation through unequal colonial contact.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Idelber Avelar,Postdictatorial Mourning,,Literature working through the trauma of dictatorship's aftermath.,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,Knowledge,med
Ien Ang,Watching Dallas,,How audiences actively make pleasure and meaning from melodrama.,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Ien Ang,Desperately Seeking the Audience,,The television audience as a constructed institutional fiction.,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Ien Ang,Melodramatic Imagination,,Emotional realism giving melodrama its audience appeal.,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Ien Ang,On Not Speaking Chinese,,Diasporic identity and the ambivalence of ethnic belonging.,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,Knowledge,med
Imogen Tyler,Social Abjection,,How marginalized groups are cast out as disgusting and disposable.,Society,Contemporary Social Theories,Social Movements,Contemporary,DB,high
Imogen Tyler,Revolting Subjects,,Stigmatized populations revolting against their abjection.,Society,Contemporary Social Theories,Social Movements,Contemporary,DB,high
Imogen Tyler,Stigma Machine,,Stigma as a structural device manufacturing inequality.,Society,Contemporary Social Theories,Social Movements,Contemporary,DB,high
Imogen Tyler,Figurative Methodology,,Reading recurring social figures that condense political anxiety.,Society,Contemporary Social Theories,Social Movements,Contemporary,Knowledge,med
Israel Kirzner,Entrepreneurial Alertness,,Entrepreneurs alert to overlooked profit opportunities.,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,Modern,DB,high
Israel Kirzner,Discovery Process,,Markets as an ongoing process of discovering knowledge.,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,Modern,DB,high
Israel Kirzner,Competition and Entrepreneurship,,Competition driven by entrepreneurial discovery and adjustment.,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,Modern,DB,high
Israel Kirzner,Market Equilibration,,Entrepreneurs continually moving markets toward coordination.,Economics,Institutional & Evolutionary Economics,Evolutionary Economics,Modern,Knowledge,med
Jack Halberstam,The Queer Art of Failure,,Failure as a queer refusal of normative success.,Critics,Identity-Based & Political,B. Queer Theory,Contemporary,DB,high
Jack Halberstam,Female Masculinity,,Masculinity detached from male bodies in queer female forms.,Critics,Identity-Based & Political,B. Queer Theory,Contemporary,DB,high
Jack Halberstam,Queer Temporalities,,Alternative life-timings refusing heteronormative schedules.,Critics,Identity-Based & Political,B. Queer Theory,Contemporary,DB,high
Jack Halberstam,Queer Time and Place,,Queer experience structuring distinct relations to time and space.,Critics,Identity-Based & Political,B. Queer Theory,Contemporary,DB,high
Jack Halberstam,The Wild,,Wildness as an unruly force exceeding normative order.,Critics,Identity-Based & Political,B. Queer Theory,Contemporary,Knowledge,med
Jack Katz,Seductions of Crime,,The sensual emotional thrills that draw people to crime.,Society,Advanced & Applied Social Theories,General Social Theories,Modern,DB,high
Jack Katz,How Emotions Work,,The situated bodily logic of everyday emotional experience.,Society,Advanced & Applied Social Theories,General Social Theories,Modern,DB,high
Jack Katz,Moral Rage,,Righteous anger as a structured social and moral emotion.,Society,Advanced & Applied Social Theories,General Social Theories,Modern,DB,high
Jack Katz,Sneaky Thrills,,The illicit emotional excitement of petty transgression.,Society,Advanced & Applied Social Theories,General Social Theories,Modern,Knowledge,med
Jacques Attali,Noise: The Political Economy of Music,Bruit,Music as prophecy foretelling shifts in social order.,ART,Music & Sound Studies,A. Sociology & Politics of Music,Modern,DB,high
Jacques Attali,Music as Prophecy,,Music anticipating future economic and political organization.,ART,Music & Sound Studies,A. Sociology & Politics of Music,Modern,DB,high
Jacques Attali,Music and Power,,Sound and music as instruments of social control.,ART,Music & Sound Studies,A. Sociology & Politics of Music,Modern,DB,high
Jacques Attali,Composition (Stage of Music),,A future stage where people make music for themselves.,ART,Music & Sound Studies,A. Sociology & Politics of Music,Modern,Knowledge,med
Jacques Derrida,Deconstruction,Déconstruction,Unraveling the hidden hierarchies and instabilities within texts.,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,Modern,DB,high
Jacques Derrida,Différance,Différance,Meaning endlessly deferred through difference in language.,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,Modern,DB,high
Jacques Derrida,Logocentrism,,Western thought's privileging of presence speech and origin.,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,Modern,DB,high
Jacques Derrida,Trace,,The mark of absence haunting every present sign.,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,Modern,DB,high
Jacques Derrida,Aporia,,An irresolvable impasse internal to a text or concept.,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,Modern,DB,high
Jacques Derrida,Hauntology,Hantologie,The persistence of spectral pasts and lost futures.,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,Modern,Knowledge,high
Jacques Rancière,The Politics of Aesthetics,Le Partage du sensible,Politics as the redistribution of what can be sensed.,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Contemporary,DB,high
Jacques Rancière,Dissensus,,Politics as disruption of the established sensory order.,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Contemporary,DB,high
Jacques Rancière,The Ignorant Schoolmaster,Le Maître ignorant,Equality of intelligence as the starting point of emancipation.,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Contemporary,DB,high
Jacques Rancière,The Distribution of the Sensible,Le Partage du sensible,The system determining what is visible sayable and thinkable.,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Contemporary,Knowledge,high
Jacques Rancière,The Emancipated Spectator,Le Spectateur émancipé,The viewer as an active interpreter rather than passive receiver.,ART,Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Contemporary,Knowledge,high
Jair Bolsonaro,Bolsonarism,Bolsonarismo,Brazil's right-wing populist movement built around Bolsonaro.,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,DB,high
Jair Bolsonaro,Anti-Globalism,,Nationalist rejection of globalist institutions and elites.,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,DB,med
Jair Bolsonaro,Cultural Wars,,Politics waged over values morality and national identity.,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,DB,med
James M. Buchanan,Public Choice Theory,,Applying economic self-interest analysis to political actors.,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,Modern,DB,high
James M. Buchanan,Constitutional Economics,,Designing the rules that govern collective decision-making.,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,Modern,DB,high
James M. Buchanan,The Calculus of Consent,,The logic behind constitutional and collective choice rules.,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,Modern,DB,high
James M. Buchanan,Politics without Romance,,Viewing politicians realistically as self-interested actors.,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,Modern,Knowledge,high
James C. Scott,Seeing Like a State,,High-modernist states failing by imposing legible order.,Politics,Radical & Critical Traditions,B. Anarchism & Syndicalism,Contemporary,DB,high
James C. Scott,Weapons of the Weak,,Everyday quiet forms of peasant resistance to power.,Politics,Radical & Critical Traditions,B. Anarchism & Syndicalism,Contemporary,DB,high
James C. Scott,Hidden Transcripts,,The dissent the powerless voice safely offstage.,Politics,Radical & Critical Traditions,B. Anarchism & Syndicalism,Contemporary,DB,high
James C. Scott,Moral Economy,,Subsistence ethics and fairness norms among peasants.,Politics,Radical & Critical Traditions,B. Anarchism & Syndicalism,Contemporary,DB,high
James C. Scott,Metis,Mētis,Practical local knowledge that resists state standardization.,Politics,Radical & Critical Traditions,B. Anarchism & Syndicalism,Contemporary,Knowledge,high
James Lovelock,Gaia Hypothesis,,Earth as a self-regulating living planetary system.,Nature,Evolutionary Theory & Human Origins,B. Gene-Culture Coevolution & Human Origins,Modern,DB,high
James Lovelock,Novacene,,A coming epoch of hyperintelligent machine-driven life.,Nature,Evolutionary Theory & Human Origins,B. Gene-Culture Coevolution & Human Origins,Modern,DB,high
James Lovelock,The Revenge of Gaia,,Earth striking back against human-caused climate disruption.,Nature,Evolutionary Theory & Human Origins,B. Gene-Culture Coevolution & Human Origins,Modern,DB,high
James Lovelock,Daisyworld,,A model showing how life self-regulates planetary climate.,Nature,Evolutionary Theory & Human Origins,B. Gene-Culture Coevolution & Human Origins,Modern,Knowledge,med
James Naremore,More Than Night,,Film noir as a cultural category constructed retrospectively.,Critics,Intertextual & Comparative,B. Comparative & Adaptation,Contemporary,DB,high
James Naremore,Acting in the Cinema,,Film acting as a distinct performative art form.,Critics,Intertextual & Comparative,B. Comparative & Adaptation,Contemporary,DB,high
James Naremore,On Kubrick,,Critical study of Stanley Kubrick's films and style.,Critics,Intertextual & Comparative,B. Comparative & Adaptation,Contemporary,DB,high
James Naremore,Adaptation as Intertextuality,,Adaptation understood as an open intertextual dialogue.,Critics,Intertextual & Comparative,B. Comparative & Adaptation,Contemporary,Knowledge,med
Jan-Werner Müller,What is Populism?,,Populism defined by an exclusive moralized claim to the people.,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,DB,high
Jan-Werner Müller,Constitutional Patriotism,,Political loyalty grounded in shared democratic constitutional values.,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,DB,high
Jan-Werner Müller,Contesting Democracy,,The history of twentieth-century European democratic thought.,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,DB,high
Jan-Werner Müller,Anti-Pluralism,,Populism's core rejection of legitimate political pluralism.,Politics,Democratic Theory & Contemporary Contestation,C. Populism & Post-Politics,Contemporary,Knowledge,high
