theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Hans-Georg Gadamer,Prejudice as Productive,Vorurteil,Pre-judgments are necessary enabling conditions for understanding,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,Modern,Knowledge,high
Hans-Georg Gadamer,Historically Effected Consciousness,Wirkungsgeschichtliches Bewusstsein,Awareness that history conditions our acts of understanding,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,Modern,Knowledge,high
Hans-Georg Gadamer,Hermeneutic Circle,,Understanding moves between parts and the whole reciprocally,Critics,Phenomenological & Hermeneutic,A. Hermeneutics,Modern,Knowledge,high
Urie Bronfenbrenner,Ecological Systems Theory,,Development shaped by nested environmental systems around the child,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,DB,high
Urie Bronfenbrenner,Microsystem,,Immediate settings directly involving the developing person,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,DB,high
Urie Bronfenbrenner,Mesosystem,,Interconnections between the person's immediate microsystems,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,Knowledge,high
Urie Bronfenbrenner,Exosystem,,External settings affecting the person indirectly,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,DB,high
Urie Bronfenbrenner,Macrosystem,,Overarching cultural values and ideologies framing development,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,DB,high
Urie Bronfenbrenner,Chronosystem,,Dimension of time and change across the life course,Family,"생태·정책·사회자본 가족이론 (Ecological, Policy & Social Capital)",A. 생태체계 (Ecological Systems),Modern,DB,high
Viktor Frankl,Logotherapy,,Therapy centered on the human search for meaning,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,DB,high
Viktor Frankl,Will to Meaning,,Primary human motivation is to find life's meaning,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
Viktor Frankl,Tragic Optimism,,Finding meaning despite suffering guilt and death,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
Viktor Frankl,Existential Vacuum,,Pervasive sense of meaninglessness and inner emptiness,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
Viktor Frankl,Paradoxical Intention,,Confronting feared symptoms by intentionally wishing for them,Psychology,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Modern,Knowledge,high
John Gottman,Four Horsemen of the Apocalypse,,Criticism contempt defensiveness stonewalling predicting relationship breakdown,Psychology,Relationship & Interpersonal,C. Communication & Maintenance,Contemporary,DB,high
John Gottman,Sound Relationship House,,Layered model of components building lasting relationships,Psychology,Relationship & Interpersonal,C. Communication & Maintenance,Contemporary,DB,high
John Gottman,Repair Attempts,,Efforts to de-escalate tension during couple conflict,Psychology,Relationship & Interpersonal,C. Communication & Maintenance,Contemporary,DB,high
John Gottman,Magic Ratio,,Five positive interactions needed per negative one,Psychology,Relationship & Interpersonal,C. Communication & Maintenance,Contemporary,Knowledge,high
John Gottman,Emotional Bids,,Small attempts to connect that partners turn toward or away,Psychology,Relationship & Interpersonal,C. Communication & Maintenance,Contemporary,Knowledge,high
Peter Burke,Cultural History,,Studying past through shared meanings practices and representations,History,Art History & Historiography,A. Iconology & Social History of Art,Contemporary,DB,high
Peter Burke,Social History of Knowledge,,How knowledge is produced circulated and institutionalized socially,History,Art History & Historiography,A. Iconology & Social History of Art,Contemporary,DB,high
Peter Burke,History of Popular Culture,,Recovering the cultural worlds of ordinary early modern people,History,Art History & Historiography,A. Iconology & Social History of Art,Contemporary,DB,high
Peter Burke,Cultural Hybridity,,Mixing and exchange producing new cultural forms,History,Art History & Historiography,A. Iconology & Social History of Art,Contemporary,Knowledge,med
Northrop Frye,Archetypal Criticism,,Reading literature through recurring symbols and mythic patterns,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,Modern,DB,high
Northrop Frye,Theory of Modes,,Classifying fiction by the hero's power of action,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,Modern,Knowledge,high
Northrop Frye,Mythoi of the Seasons,,Four narrative genres mapped onto seasonal cycle,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,Modern,Knowledge,high
Northrop Frye,Literature as Displaced Myth,,Literary genres derive from displaced mythological structures,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,Modern,Knowledge,med
Claude Lévi-Strauss,Structuralism,structuralisme,Cultural phenomena analyzed as systems of underlying binary structures,ART,Anthropology & Sociology of Art,A. Anthropology of Art & Ritual,Modern,DB,high
Claude Lévi-Strauss,Binary Oppositions,,Mind organizes culture through paired contrasting categories,ART,Anthropology & Sociology of Art,A. Anthropology of Art & Ritual,Modern,Knowledge,high
Claude Lévi-Strauss,The Raw and the Cooked,le cru et le cuit,Nature-culture transformation encoded in myth and cuisine,ART,Anthropology & Sociology of Art,A. Anthropology of Art & Ritual,Modern,Knowledge,high
Claude Lévi-Strauss,Bricolage,bricolage,Mythical thought assembling meaning from available cultural fragments,ART,Anthropology & Sociology of Art,A. Anthropology of Art & Ritual,Modern,Knowledge,high
Claude Lévi-Strauss,Kinship Systems,,Marriage exchange structuring social alliance and reciprocity,ART,Anthropology & Sociology of Art,A. Anthropology of Art & Ritual,Modern,DB,high
Maurice Halbwachs,Collective Memory,mémoire collective,Memory shared and reconstructed within social groups,History,Memory & Oral History,A. Collective & Cultural Memory,Modern,DB,high
Maurice Halbwachs,Social Frameworks of Memory,cadres sociaux de la mémoire,Social structures that organize and enable remembering,History,Memory & Oral History,A. Collective & Cultural Memory,Modern,DB,high
Maurice Halbwachs,Reconstructive Memory,,Past continually reconstructed from present social standpoints,History,Memory & Oral History,A. Collective & Cultural Memory,Modern,Knowledge,high
Geoffrey Miller,Evolutionary Aesthetics,,Aesthetic preferences shaped by sexual and natural selection,Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,Contemporary,DB,high
Geoffrey Miller,Mating Mind Hypothesis,,Human creativity evolved through sexual selection as courtship display,Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,Contemporary,Knowledge,high
Geoffrey Miller,Costly Signaling Theory,,Honest signals are reliable because they are costly,Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,Contemporary,DB,high
Geoffrey Miller,Fitness Indicators,,Traits advertising underlying genetic quality to mates,Nature,"Biological Bases of Language, Cognition & Aesthetics",C. Evolutionary Aesthetics & Art,Contemporary,Knowledge,high
Irving L. Janis,Groupthink,,Cohesive groups suppressing dissent producing poor decisions,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,DB,high
Irving L. Janis,Group Polarization,,Group discussion intensifying members' pre-existing inclinations,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,DB,high
Irving L. Janis,Illusion of Invulnerability,,Group overconfidence breeding excessive optimism and risk,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,Knowledge,high
Henri Tajfel,Social Identity Theory,,Self-esteem derived from valued group memberships,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,DB,high
Henri Tajfel,Minimal Group Paradigm,,Arbitrary group assignment alone produces in-group favoritism,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,Knowledge,high
Henri Tajfel,Social Categorization,,Sorting the world into in-groups and out-groups,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,DB,high
Henri Tajfel,Positive Distinctiveness,,Groups seek favorable comparisons to boost member self-esteem,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,Modern,Knowledge,high
Michael Porter,Five Forces Framework,,Industry profitability analyzed through five competitive forces,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Contemporary,DB,high
Michael Porter,Generic Strategies,,Competitive advantage via cost leadership differentiation or focus,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Contemporary,DB,high
Michael Porter,Value Chain,,Disaggregating the firm into activities that create value,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Contemporary,Knowledge,high
Michael Porter,Creating Shared Value,,Business success linked to solving societal problems,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Contemporary,DB,high
Michael Porter,Diamond Model of National Competitive Advantage,,Determinants explaining why nations excel in certain industries,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,Contemporary,Knowledge,high
John Cacioppo,Elaboration Likelihood Model,,Persuasion via central reasoning or peripheral cues,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,DB,high
John Cacioppo,Social Neuroscience,,Biological mechanisms underlying social behavior and connection,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,DB,high
John Cacioppo,Loneliness and Social Isolation,,Perceived isolation affecting health cognition and brain,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,Knowledge,high
John Cacioppo,Need for Cognition,,Individual tendency to enjoy and engage in effortful thinking,Psychology,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,Modern,Knowledge,high
B.F. Skinner,Operant Conditioning,,Behavior shaped by its consequences of reinforcement and punishment,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Modern,DB,high
B.F. Skinner,Reinforcement Schedules,,Patterns of reward timing controlling behavior frequency,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Modern,DB,high
B.F. Skinner,Radical Behaviorism,,Psychology as science of observable behavior and environment,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Modern,Knowledge,high
B.F. Skinner,Shaping,,Building complex behavior by reinforcing successive approximations,MANAGEMENT,Human Resource Management,A. Core HRM & Performance,Modern,Knowledge,high
R. Edward Freeman,Stakeholder Theory,,Firms must create value for all stakeholders not just shareholders,MANAGEMENT,"Business Ethics, CSR & Governance",A. CSR Frameworks & Shared Value,Contemporary,DB,high
R. Edward Freeman,Stakeholder Engagement,,Actively involving affected parties in firm decision-making,MANAGEMENT,"Business Ethics, CSR & Governance",A. CSR Frameworks & Shared Value,Contemporary,DB,high
R. Edward Freeman,Separation Fallacy,,Rejecting the false split between business and ethics,MANAGEMENT,"Business Ethics, CSR & Governance",A. CSR Frameworks & Shared Value,Contemporary,Knowledge,high
Walter Powell,Institutional Isomorphism,,Organizations growing similar through institutional pressures,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,DB,high
Walter Powell,Neither Market nor Hierarchy,,Network forms of economic organization as a distinct mode,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,Knowledge,high
Walter Powell,Network Theory of Innovation,,Innovation emerging through interorganizational collaborative networks,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,DB,high
Walter Powell,Organizational Field,,Set of organizations constituting a recognized area of life,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,Contemporary,Knowledge,med
Jeremy Bentham,Utilitarianism,,Greatest happiness of the greatest number as moral standard,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,Classical,DB,high
Jeremy Bentham,Panopticon,,Architecture of constant surveillance disciplining inmates,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,Classical,Knowledge,high
Jeremy Bentham,Felicific Calculus,,Quantifying pleasure and pain to evaluate actions,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,Classical,Knowledge,high
Jeremy Bentham,Legal Positivism,,Law's validity rests on its sources not its morality,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,Classical,DB,high
Jeremy Bentham,Deterrence Theory,,Punishment justified by preventing future crime through fear,LAW,Jurisprudence & Legal Philosophy,B. Legal Positivism & Analytic Jurisprudence,Classical,DB,high
Derald Wing Sue,Microaggressions,,Subtle everyday slights communicating denigrating messages to marginalized groups,LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,Contemporary,DB,high
Derald Wing Sue,Microassaults Microinsults Microinvalidations,,Three forms of subtle discriminatory communication,LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,Contemporary,Knowledge,high
Derald Wing Sue,Multicultural Counseling Competence,,Awareness knowledge and skills for cross-cultural practice,LAW,Critical Legal Studies & Critical Race Theory,A. Critical Legal Studies (CLS) & Indeterminacy,Contemporary,DB,high
John Locke,Labor Theory of Property,,Mixing labor with nature creates legitimate private property,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,DB,high
John Locke,State of Nature,,Pre-political condition of natural freedom and equality,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,DB,high
John Locke,Consent of the Governed,,Legitimate government rests on consent of the people,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,DB,high
John Locke,Natural Rights,,Inherent rights to life liberty and property,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,Knowledge,high
John Locke,Tabula Rasa,,Mind begins as a blank slate filled by experience,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,Knowledge,high
John Locke,Right of Revolution,,People may overthrow government that violates their trust,Politics,Early Modern & Enlightenment Political Thought,A. Social Contract Theory,Classical,Knowledge,high
Howard S. Becker,Labeling Theory,,Deviance produced by society's labeling of acts and actors,Society,Specific Social Phenomena Theories,Cultural Sociology (Bourdieu),Modern,DB,high
Howard S. Becker,Art Worlds,,Art produced collectively through networks of cooperating people,Society,Specific Social Phenomena Theories,Cultural Sociology (Bourdieu),Modern,Knowledge,high
Howard S. Becker,Outsiders,,How rule-breakers acquire and live with deviant identities,Society,Specific Social Phenomena Theories,Cultural Sociology (Bourdieu),Modern,Knowledge,high
Howard S. Becker,Moral Entrepreneurs,,Crusaders who create and enforce new rules and labels,Society,Specific Social Phenomena Theories,Cultural Sociology (Bourdieu),Modern,Knowledge,high
Peter Conrad,Medicalization,,Defining nonmedical problems as medical conditions to be treated,Medicine,Medical Sociology,A. Core Theories & Medicalization,Contemporary,DB,high
Peter Conrad,Deviance as Illness,,Reframing deviant behavior as sickness rather than badness,Medicine,Medical Sociology,A. Core Theories & Medicalization,Contemporary,DB,high
Peter Conrad,Engines of Medicalization,,Biotechnology consumers and managed care driving medicalization,Medicine,Medical Sociology,A. Core Theories & Medicalization,Contemporary,Knowledge,high
Wiebe Bijker,Social Construction of Technology,SCOT,Technology shaped by social groups not technical logic alone,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,DB,high
Wiebe Bijker,Interpretive Flexibility,,Same artifact understood differently by different social groups,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,Web,high
Wiebe Bijker,Technological Frame,,Shared assumptions structuring a group's engagement with technology,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,Web,high
Wiebe Bijker,Closure and Stabilization,,Process by which one design prevails ending interpretive flexibility,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,Web,high
Trevor Pinch,Social Construction of Technology,SCOT,Artifacts develop through negotiation among relevant social groups,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,DB,high
Trevor Pinch,Relevant Social Groups,,Groups sharing meanings that shape a technology's development,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,Web,high
Trevor Pinch,Interpretive Flexibility,,Artifacts open to radically different interpretations by groups,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,Web,high
Karl Polanyi,The Great Transformation,,Market society's rise and its protective social countermovement,Politics,Political Economy & Comparative Politics,B. Political Economy (Advanced),Modern,DB,high
Karl Polanyi,Fictitious Commodities,,Land labor and money are not genuinely produced for sale,Politics,Political Economy & Comparative Politics,B. Political Economy (Advanced),Modern,DB,high
Karl Polanyi,Embeddedness,,Economy embedded in and shaped by social relations,Politics,Political Economy & Comparative Politics,B. Political Economy (Advanced),Modern,DB,high
Karl Polanyi,Double Movement,,Market expansion countered by society's self-protection,Politics,Political Economy & Comparative Politics,B. Political Economy (Advanced),Modern,Knowledge,high
Max Horkheimer,Culture Industry,Kulturindustrie,Mass culture standardized as commodity manipulating consumers,Culture,Critical Theory & Frankfurt School,A. Culture Industry & Instrumental Reason,Modern,DB,high
Max Horkheimer,Instrumental Reason,instrumentelle Vernunft,Reason reduced to calculating means dominating nature and people,Culture,Critical Theory & Frankfurt School,A. Culture Industry & Instrumental Reason,Modern,DB,high
Max Horkheimer,Critical Theory,kritische Theorie,Theory aimed at human emancipation from domination,Culture,Critical Theory & Frankfurt School,A. Culture Industry & Instrumental Reason,Modern,Knowledge,high
Max Horkheimer,Dialectic of Enlightenment,Dialektik der Aufklärung,Enlightenment reason reverting into new forms of myth and domination,Culture,Critical Theory & Frankfurt School,A. Culture Industry & Instrumental Reason,Modern,Knowledge,high
Paul Ricoeur,Hermeneutics of Suspicion,,Interpreting to unmask hidden meanings behind surface texts,History,Phenomenological & Hermeneutic,A. Hermeneutics,Modern,DB,high
Paul Ricoeur,Narrative Identity,identité narrative,Self constituted through the stories one tells about oneself,History,Phenomenological & Hermeneutic,A. Hermeneutics,Modern,Knowledge,high
Paul Ricoeur,Threefold Mimesis,,Narrative refiguring time through prefiguration configuration and refiguration,History,Phenomenological & Hermeneutic,A. Hermeneutics,Modern,Knowledge,high
Paul Ricoeur,Memory History Forgetting,,Interplay of remembering history-writing and forgetting the past,History,Phenomenological & Hermeneutic,A. Hermeneutics,Modern,DB,high
Hans Robert Jauss,Horizon of Expectation,Erwartungshorizont,Readers' shared anticipations shaping how a work is received,Critics,Phenomenological & Hermeneutic,C. Reader-Response & Reception,Modern,DB,high
Hans Robert Jauss,Reception Aesthetics,Rezeptionsästhetik,Literary meaning realized through history of readers' reception,Critics,Phenomenological & Hermeneutic,C. Reader-Response & Reception,Modern,DB,high
Hans Robert Jauss,Aesthetic Distance,,Gap between a work and readers' expectations driving its value,Critics,Phenomenological & Hermeneutic,C. Reader-Response & Reception,Modern,Web,high
Hayden White,Metahistory,,Historiography structured by underlying poetic and rhetorical forms,History,Philosophy of History,B. Analytic & Metahistory,Contemporary,DB,high
Hayden White,Emplotment,,Historical events made meaningful by narrative plot structures,History,Philosophy of History,B. Analytic & Metahistory,Contemporary,DB,high
Hayden White,Tropics of Discourse,,Historical writing governed by deep figurative tropes,History,Philosophy of History,B. Analytic & Metahistory,Contemporary,Knowledge,high
Hayden White,The Content of the Form,,Narrative form itself carries historical and ideological content,History,Philosophy of History,B. Analytic & Metahistory,Contemporary,Knowledge,high
Salvador Minuchin,Structural Family Therapy,,Treating families by restructuring their organizational patterns,Family,가족체계·사이버네틱스 이론 (Family Systems & Cybernetics),B. 의사소통·구조적 가족치료 (Communication & Structural Therapy),Modern,DB,high
Salvador Minuchin,Enmeshment and Disengagement,,Overly fused versus overly rigid family boundary patterns,Family,가족체계·사이버네틱스 이론 (Family Systems & Cybernetics),B. 의사소통·구조적 가족치료 (Communication & Structural Therapy),Modern,DB,high
Salvador Minuchin,Family Boundaries,,Invisible rules regulating contact between family subsystems,Family,가족체계·사이버네틱스 이론 (Family Systems & Cybernetics),B. 의사소통·구조적 가족치료 (Communication & Structural Therapy),Modern,DB,high
Salvador Minuchin,Family Subsystems,,Functional units like spousal parental and sibling within families,Family,가족체계·사이버네틱스 이론 (Family Systems & Cybernetics),B. 의사소통·구조적 가족치료 (Communication & Structural Therapy),Modern,Knowledge,high
John Bowlby,Attachment Theory,,Innate need to form bonds with caregivers shaping development,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,DB,high
John Bowlby,Internal Working Models,,Mental templates of self and others from early attachment,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,DB,high
John Bowlby,Secure Base,,Caregiver providing safety from which the child explores,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,Knowledge,high
John Bowlby,Separation Anxiety,,Distress response triggered by separation from attachment figure,Family,애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),Modern,Knowledge,high
Hans Selye,General Adaptation Syndrome,,Three-stage stress response of alarm resistance and exhaustion,Nature,Behavioral Endocrinology & Stress Biology,B. Stress & HPA Axis,Modern,DB,high
Hans Selye,Eustress and Distress,,Distinction between beneficial and harmful forms of stress,Nature,Behavioral Endocrinology & Stress Biology,B. Stress & HPA Axis,Modern,Knowledge,high
Hans Selye,Stress as Nonspecific Response,,Stress is the body's nonspecific response to any demand,Nature,Behavioral Endocrinology & Stress Biology,B. Stress & HPA Axis,Modern,Knowledge,high
Carl Rogers,Person-Centered Therapy,,Client-led therapy fostering self-directed growth,Psychology,Personality,A. Classical Psychoanalysis,Modern,DB,high
Carl Rogers,Unconditional Positive Regard,,Accepting and valuing a person without conditions,Psychology,Personality,A. Classical Psychoanalysis,Modern,Knowledge,high
Carl Rogers,Actualizing Tendency,,Innate drive toward growth and fulfillment of potential,Psychology,Personality,A. Classical Psychoanalysis,Modern,DB,high
Carl Rogers,Real Self vs Ideal Self,,Congruence between actual experience and aspired self-image,Psychology,Personality,A. Classical Psychoanalysis,Modern,DB,high
Carl Rogers,Conditions of Worth,,Internalized standards making self-acceptance conditional on others' approval,Psychology,Personality,A. Classical Psychoanalysis,Modern,Knowledge,high
Harold Kelley,Interdependence Theory,,Relationships analyzed through partners' mutual outcome dependence,Psychology,Social Psychology,A. Identity & Intergroup,Modern,DB,high
Harold Kelley,Covariation Model of Attribution,,Causes inferred from consensus distinctiveness and consistency,Psychology,Social Psychology,A. Identity & Intergroup,Modern,Knowledge,high
Harold Kelley,Comparison Level for Alternatives,,Relationship judged against best available alternative outcome,Psychology,Social Psychology,A. Identity & Intergroup,Modern,DB,high
Harold Kelley,Causal Schemata,,Preconceived frameworks for inferring causes from limited information,Psychology,Social Psychology,A. Identity & Intergroup,Modern,Knowledge,high
Richard Lazarus,Transactional Model of Stress and Coping,,Stress arising from appraised relationship between person and environment,Psychology,Health Psychology,A. Stress & Coping,Modern,DB,high
Richard Lazarus,Cognitive Appraisal,,Primary and secondary evaluation determining the stress response,Psychology,Health Psychology,A. Stress & Coping,Modern,Knowledge,high
Richard Lazarus,Problem-Focused vs Emotion-Focused Coping,,Coping by altering the stressor versus managing emotional response,Psychology,Health Psychology,A. Stress & Coping,Modern,DB,high
Susan Folkman,Transactional Model of Stress and Coping,,Stress as appraised person-environment transaction requiring coping,Psychology,Health Psychology,A. Stress & Coping,Modern,DB,high
Susan Folkman,Meaning-Focused Coping,,Drawing on values and beliefs to find positive meaning,Psychology,Health Psychology,A. Stress & Coping,Modern,Knowledge,high
Susan Folkman,Ways of Coping Measure,,Instrument assessing problem and emotion-focused coping strategies,Psychology,Health Psychology,A. Stress & Coping,Modern,Knowledge,med
Robert Trivers,Reciprocal Altruism,,Helping others expecting future return benefits,Psychology,Evolutionary Psychology,A. Mating & Selection,Modern,DB,high
Robert Trivers,Parental Investment Theory,,Sex investing more in offspring becomes choosier in mating,Psychology,Evolutionary Psychology,A. Mating & Selection,Modern,DB,high
Robert Trivers,Parent-Offspring Conflict,,Genetic interests of parent and child diverge over investment,Psychology,Evolutionary Psychology,A. Mating & Selection,Modern,Knowledge,high
Robert Trivers,Self-Deception as Adaptation,,Deceiving oneself to deceive others more convincingly,Psychology,Evolutionary Psychology,A. Mating & Selection,Modern,Knowledge,high
Robert Cialdini,Six Principles of Persuasion,,Reciprocity commitment social proof authority liking scarcity,Psychology,Social Psychology,B. Attitudes & Persuasion,Contemporary,DB,high
Robert Cialdini,Reciprocity Principle,,People feel obligated to return favors and concessions,Psychology,Social Psychology,B. Attitudes & Persuasion,Contemporary,DB,high
Robert Cialdini,Social Proof,,People look to others' behavior to guide their own,Psychology,Social Psychology,B. Attitudes & Persuasion,Contemporary,DB,high
Robert Cialdini,Door-in-the-Face Technique,,Large refused request making a smaller one more acceptable,Psychology,Social Psychology,B. Attitudes & Persuasion,Contemporary,DB,high
Jeffrey Gray,Reinforcement Sensitivity Theory,,Personality grounded in brain systems for reward and punishment,Psychology,Personality,B. Dynamic & Process Models,Modern,DB,high
Jeffrey Gray,Behavioral Inhibition System,BIS,Brain system responding to threat anxiety and uncertainty,Psychology,Personality,B. Dynamic & Process Models,Modern,DB,high
Jeffrey Gray,Behavioral Activation System,BAS,Brain system driving approach toward rewarding goals,Psychology,Personality,B. Dynamic & Process Models,Modern,DB,high
Vittorio Gallese,Embodied Simulation,,Understanding others by neurally reusing one's own bodily states,Nature,Neurobiology & Neuroscience,A. Cognitive Science,Contemporary,DB,high
Vittorio Gallese,Mirror Neuron System,,Neurons firing both when acting and observing the same action,Nature,Neurobiology & Neuroscience,A. Cognitive Science,Contemporary,DB,high
Vittorio Gallese,Shared Manifold of Intersubjectivity,,Neural common ground enabling empathy and social understanding,Nature,Neurobiology & Neuroscience,A. Cognitive Science,Contemporary,Knowledge,med
Walter Mischel,Person-Situation Debate,,Behavior driven by situations as much as stable traits,Psychology,Personality,B. Dynamic & Process Models,Modern,DB,high
Walter Mischel,Cognitive-Affective Personality System,CAPS,Personality as dynamic network of cognitions and affects,Psychology,Personality,B. Dynamic & Process Models,Modern,DB,high
Walter Mischel,Marshmallow Test,,Delayed gratification in children predicting later outcomes,Psychology,Personality,B. Dynamic & Process Models,Modern,Knowledge,high
Walter Mischel,Hot and Cool Systems,,Emotional impulsive versus cognitive reflective self-control systems,Psychology,Personality,B. Dynamic & Process Models,Modern,Knowledge,high
Kenneth Burke,Dramatism,,Analyzing language as symbolic action of human motives,Critics,Rhetorical & Discourse,A. Rhetorical Criticism & Dramatism,Modern,DB,high
Kenneth Burke,Dramatistic Pentad,,Act scene agent agency purpose explaining motive,Critics,Rhetorical & Discourse,A. Rhetorical Criticism & Dramatism,Modern,Knowledge,high
Kenneth Burke,Identification,,Persuasion through shared substance between speaker and audience,Critics,Rhetorical & Discourse,A. Rhetorical Criticism & Dramatism,Modern,Knowledge,high
Kenneth Burke,Terministic Screens,,Vocabularies that direct attention and filter perception of reality,Critics,Rhetorical & Discourse,A. Rhetorical Criticism & Dramatism,Modern,Knowledge,high
Franco Moretti,Distant Reading,,Analyzing literature in aggregate rather than close textual reading,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,Contemporary,DB,high
Franco Moretti,Graphs Maps Trees,,Quantitative and visual models for literary history,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,Contemporary,Knowledge,high
Franco Moretti,World Literature as System,,Global literature analyzed as one unequal interconnected system,Critics,Digital & Media-Specific,A. Digital Humanities & Hypertext,Contemporary,DB,high
Wayne C. Booth,Implied Author,,Authorial persona constructed by and inferred from the text,Critics,Rhetorical & Discourse,B. Narrative Rhetoric & Ethics,Modern,DB,high
Wayne C. Booth,Unreliable Narrator,,Narrator whose account readers cannot fully trust,Critics,Rhetorical & Discourse,B. Narrative Rhetoric & Ethics,Modern,DB,high
Wayne C. Booth,Rhetoric of Fiction,,Fiction as author's rhetorical communication with the reader,Critics,Rhetorical & Discourse,B. Narrative Rhetoric & Ethics,Modern,Knowledge,high
Wayne C. Booth,Ethical Criticism,,Evaluating literature by the company it asks us to keep,Critics,Rhetorical & Discourse,B. Narrative Rhetoric & Ethics,Modern,DB,high
