theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Shane Denson,Post-Cinema,,Computational media displacing classical cinematic experience,Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Shane Denson,Computational Images,,Images generated and processed by machine rather than camera,Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Shane Denson,Postnaturalism,,Media reshape the boundary between human and technical bodies,Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Knowledge,med
Simone Browne,Dark Matters,,Surveillance studied through the lens of Black experience,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Simone Browne,Racializing Surveillance,,Surveillance practices produce and police racial boundaries,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Simone Browne,Biometric Blackness,,Biometric technologies encode and target Black bodies,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Simone Browne,Sousveillance,,Watching back at power from below as Black resistance,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,Knowledge,med
Souleymane Bachir Diagne,Philosophy as Translation,,Cross-cultural philosophy practiced as ongoing translation,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Souleymane Bachir Diagne,Islam and Open Society,,Reconciling Islamic thought with pluralism and democracy,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,high
Souleymane Bachir Diagne,Postcolonial Bergsonism,,Reading African philosophy through Bergson's vital movement,Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,DB,med
Souleymane Bachir Diagne,Decolonial Universalism,,"A universal built laterally through encounter, not imposition",Politics,"Postcolonial, Feminist & Environmental Politics",Postcolonial & Decolonial Politics,Contemporary,Knowledge,med
Steven Shaviro,The Cinematic Body,,Film engages the viewer's body before meaning or distance,Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Steven Shaviro,Post-Cinematic Affect,,Digital media produce new structures of feeling and sensation,Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Steven Shaviro,Visceral Spectatorship,,"Cinema's power lies in bodily, affective intensity",Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Steven Shaviro,Reading Affects,,Affect as primary register of textual and sensory experience,Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,med
Susan Stryker,Transgender Rage,,Trans anger as transformative force against gender norms,Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Susan Stryker,Transgender Studies,,Foundational field theorizing transgender life and history,Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Susan Stryker,My Words to Victor Frankenstein,,Reclaiming the monstrous as site of trans embodiment,Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Sylvia Tamale,African Sexualities,,Decolonizing knowledge of sexuality in African contexts,Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,DB,high
Sylvia Tamale,Afro-Feminism,,Feminism grounded in African epistemologies and decoloniality,Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,DB,high
Sylvia Tamale,Decolonization and Afro-Feminism,,Linking gender justice to decolonial struggle in Africa,Politics,"Postcolonial, Feminist & Environmental Politics",Feminism & Gender in Politics,Contemporary,DB,med
Sylvia Wynter,Overrepresentation of Man,,Western Man falsely posed as the whole of humanity,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Sylvia Wynter,Genres of the Human,,"Humanity exists in plural cultural genres, not one universal",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Sylvia Wynter,Colonial Modernity,,Modernity founded through colonial conquest and racial order,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,DB,high
Sylvia Wynter,Sociogeny,,"Human being produced through culture and discourse, not just biology",Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,Knowledge,high
Sylvia Wynter,Demonic Ground,,Standpoint outside Western Man's order of knowledge,Critics,Identity-Based & Political,Postcolonial & Critical Race,Contemporary,Knowledge,med
Syed Hussein Alatas,Myth of the Lazy Native,,Colonial stereotype of native indolence ideologically debunked,Society,Contemporary Social Theories,Social Constructionism,Modern,DB,high
Syed Hussein Alatas,The Captive Mind,,Uncritical imitation of Western thought by colonized scholars,Society,Contemporary Social Theories,Social Constructionism,Modern,DB,high
Syed Hussein Alatas,Autonomous Social Science,,Call for intellectual traditions rooted in local realities,Society,Contemporary Social Theories,Social Constructionism,Modern,DB,high
Syed Hussein Alatas,Intellectual Imperialism,,Domination of knowledge production by former colonial powers,Society,Contemporary Social Theories,Social Constructionism,Modern,Knowledge,med
Taina Bucher,Algorithmic Imaginary,,"How people imagine algorithms, shaping their behavior toward platforms",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Web,high
Taina Bucher,If...Then,,Algorithmic conditional logic governs online visibility and power,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Web,high
Taina Bucher,Programmed Sociality,,Social relations shaped by software's coded conditions,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Web,high
Taina Bucher,Threat of Invisibility,,Fear of disappearing from feeds disciplines platform users,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Knowledge,med
Talia Mae Bettcher,First-Person Authority,,Trans people are authorities on their own gender identity,Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Talia Mae Bettcher,Reality Enforcement,,Violence policing trans people as deceivers or pretenders,Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Talia Mae Bettcher,Trans Philosophy,,Philosophy grounded in trans experience and self-understanding,Critics,Identity-Based & Political,Queer Theory,Contemporary,DB,high
Talia Mae Bettcher,Multiple Meanings of Gender Terms,,Gender words carry contested dominant and resistant meanings,Critics,Identity-Based & Political,Queer Theory,Contemporary,Knowledge,med
Tarleton Gillespie,Custodians of the Internet,,Platforms govern speech through hidden content moderation,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Tarleton Gillespie,Content Moderation,,"Moderation is the essential, defining work of platforms",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Tarleton Gillespie,Platform (politics of),,The word platform strategically masks editorial power,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Tarleton Gillespie,Algorithmic Culture,,Algorithms shape public knowledge and cultural visibility,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Tarleton Gillespie,Calculated Publics,,Algorithms produce the publics they claim to merely reflect,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Knowledge,high
Thomas Elsaesser,Media Archaeology,,Excavating media's forgotten paths and dead ends,Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Thomas Elsaesser,New Film History,,"Film history rewritten through industry, technology, and reception",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Thomas Elsaesser,Cinema as Time Machine,,"Cinema reorganizes memory, time, and historical experience",Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,DB,high
Thomas Elsaesser,Mind-Game Film,,Puzzle films that destabilize viewers' grip on reality,Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Knowledge,high
Thomas Elsaesser,Melodrama and Mise-en-scene,,Family melodrama encodes social tension through style,Critics,Digital & Media-Specific,Platform & Media Studies,Contemporary,Knowledge,med
Tiago de Luca,Slow Cinema,,"Contemplative cinema of duration, stillness, and the everyday",Critics,Formalist & Text-Centric,Stylistics & Textual Criticism,Contemporary,DB,high
Tiago de Luca,Sensory Realism,,Long takes immerse viewers in materially felt reality,Critics,Formalist & Text-Centric,Stylistics & Textual Criticism,Contemporary,DB,high
Tiago de Luca,Contemplative Duration,,Extended cinematic time inviting meditative attention,Critics,Formalist & Text-Centric,Stylistics & Textual Criticism,Contemporary,DB,med
Tiago de Luca,Planetary Cinema,,Cinema reframing human scale within planetary ecology,Critics,Formalist & Text-Centric,Stylistics & Textual Criticism,Contemporary,Knowledge,med
Timnit Gebru,Stochastic Parrots,,Large language models mimic language without understanding,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,Contemporary,DB,high
Timnit Gebru,Data Documentation,,"Datasheets documenting datasets' origins, biases, and limits",ART,"Digital, New Media & AI Arts",AI & Computational Creativity,Contemporary,DB,high
Timnit Gebru,AI Harm Audit,,Auditing AI systems for discriminatory and social harms,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,Contemporary,DB,high
Timnit Gebru,Datasheets for Datasets,,Standardized records of how datasets are built and used,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,Contemporary,Knowledge,high
Tina Campt,Listening to Images,,Hearing the quiet frequencies of overlooked photographs,Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Tina Campt,Black Feminist Futurity,,Imagining futures that should have been for Black life,Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Tina Campt,Quiet Photography,,Reading the muted refusals within everyday Black images,Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,DB,high
Tina Campt,The Grammar of Black Feminist Futurity,,Tense of striving for a not-yet-realized Black future,Critics,Affect & Sensory,Embodied & Sensory Reading,Contemporary,Knowledge,med
Trevor Paglen,Invisible Images,,"Machine-made images created for other machines, not humans",ART,"Digital, New Media & AI Arts",AI & Computational Creativity,Contemporary,DB,high
Trevor Paglen,Machine Vision,,Seeing reorganized by computational and surveillance systems,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,Contemporary,DB,high
Trevor Paglen,Operational Aesthetics,,Aesthetics of images that act rather than represent,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,Contemporary,DB,med
Trevor Paglen,Seeing Machines,,Apparatuses that perceive and govern without human eyes,ART,"Digital, New Media & AI Arts",AI & Computational Creativity,Contemporary,Knowledge,med
Ulrich Beck,Risk Society,Risikogesellschaft,Modernity organized around producing and distributing manufactured risk,Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,high
Ulrich Beck,Reflexive Modernization,,Modernity turning critically back upon its own foundations,Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,high
Ulrich Beck,Individualization,,"Social structures dissolving, leaving individuals to author their lives",Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,high
Ulrich Beck,Cosmopolitanism,,Global interdependence demands a cosmopolitan social science,Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,high
Ulrich Beck,World Risk Society,,Globalized risks transcend borders and national control,Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,high
Ulrich Beck,Second Modernity,,New phase of modernity dissolving its industrial certainties,Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,med
Umberto Eco,Open Work,Opera aperta,Texts whose meaning is completed by the reader,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,DB,high
Umberto Eco,Hyperreality,,Cultural simulations experienced as more real than reality,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,DB,high
Umberto Eco,Semiotics of Culture,,Culture as a system of communicating signs and codes,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,DB,high
Umberto Eco,The Model Reader,,Text projects an ideal reader who decodes its strategies,Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,Knowledge,high
Umberto Eco,Encyclopedia (vs Dictionary),,"Meaning rests on unlimited cultural knowledge, not fixed definitions",Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,Knowledge,med
Umberto Eco,The Myth of Superman,,"Mass-culture heroes embody timeless, repeatable mythic structure",Critics,Formalist & Text-Centric,Structuralism & Semiotics,Modern,DB,med
Vandana Shiva,Biopiracy,,Corporate appropriation of indigenous knowledge and life forms,Politics,"Postcolonial, Feminist & Environmental Politics",Environmental Politics & Justice,Contemporary,DB,high
Vandana Shiva,Ecofeminism,,Linking the domination of women and of nature,Politics,"Postcolonial, Feminist & Environmental Politics",Environmental Politics & Justice,Contemporary,DB,high
Vandana Shiva,Staying Alive,,Women and ecology against the violence of development,Politics,"Postcolonial, Feminist & Environmental Politics",Environmental Politics & Justice,Contemporary,DB,high
Vandana Shiva,Monocultures of the Mind,,Industrial knowledge erases biological and cultural diversity,Politics,"Postcolonial, Feminist & Environmental Politics",Environmental Politics & Justice,Contemporary,Knowledge,high
Victor Turner,Liminality,,Threshold phase of ambiguity within ritual transitions,ART,Performance Studies & Theatre,Performance Theory & Ritual,Modern,DB,high
Victor Turner,Communitas,,Spontaneous bond of equality among liminal participants,ART,Performance Studies & Theatre,Performance Theory & Ritual,Modern,DB,high
Victor Turner,Social Drama,,Conflicts unfold in four-stage breach-crisis-redress-reintegration pattern,ART,Performance Studies & Theatre,Performance Theory & Ritual,Modern,DB,high
Victor Turner,Liminoid,,Leisure analog of liminality in modern industrial societies,ART,Performance Studies & Theatre,Performance Theory & Ritual,Modern,Knowledge,high
Victor Turner,Ritual Process,,"Rites of passage move through separation, liminality, reaggregation",ART,Performance Studies & Theatre,Performance Theory & Ritual,Modern,Knowledge,high
Viktor Mayer-Schönberger,Big Data,,Analyzing vast datasets to find correlations over causes,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Viktor Mayer-Schönberger,Datafication,,Rendering all aspects of life into quantified data,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Viktor Mayer-Schönberger,The Virtue of Forgetting,,Digital permanence erodes the human capacity to forget,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Viktor Mayer-Schönberger,Data Governance,,Frameworks for the ethical control and reuse of data,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,med
Vilfredo Pareto,Circulation of Elites,Circolazione delle elite,History as perpetual replacement of one ruling elite by another,Politics,"Power, Elites & Classical Democratic Theory",Elitism & Realism,Classical,DB,high
Vilfredo Pareto,Residues and Derivations,,Non-logical sentiments and the rationalizations that justify them,Politics,"Power, Elites & Classical Democratic Theory",Elitism & Realism,Classical,DB,high
Vilfredo Pareto,Pareto Optimality,,Allocation where no one gains without another losing,Politics,"Power, Elites & Classical Democratic Theory",Elitism & Realism,Classical,DB,high
Vilfredo Pareto,Lions and Foxes,,Elites rule by force or by cunning in alternation,Politics,"Power, Elites & Classical Democratic Theory",Elitism & Realism,Classical,Knowledge,med
Viviana Zelizer,Pricing the Priceless Child,,How children shifted from economic to sentimental value,Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,DB,high
Viviana Zelizer,The Social Meaning of Money,,"Money is socially marked and morally differentiated, not neutral",Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,DB,high
Viviana Zelizer,Economic Lives,,Intimacy and economic activity are deeply intertwined,Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,DB,high
Viviana Zelizer,Earmarking,,People mark monies for distinct social and relational uses,Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,Knowledge,high
Viviana Zelizer,Hostile Worlds,,Critique of belief that intimacy and economy must stay separate,Society,Advanced & Applied Social Theories,General Social Theories,Contemporary,Knowledge,med
W. J. T. Mitchell,Picture Theory,,The pictorial turn and the power of visual representation,ART,Visual Culture & Media Studies,Visual Culture & Spectacle,Contemporary,DB,high
W. J. T. Mitchell,What Do Pictures Want?,,Images treated as living things with desires and demands,ART,Visual Culture & Media Studies,Visual Culture & Spectacle,Contemporary,DB,high
W. J. T. Mitchell,Iconology,,"Theory of images across word, image, and ideology",ART,Visual Culture & Media Studies,Visual Culture & Spectacle,Contemporary,DB,high
W. J. T. Mitchell,Pictorial Turn,,Culture's shift from linguistic to visual paradigms,ART,Visual Culture & Media Studies,Visual Culture & Spectacle,Contemporary,Knowledge,high
W. J. T. Mitchell,Metapicture,,Pictures that picture and theorize the act of picturing,ART,Visual Culture & Media Studies,Visual Culture & Spectacle,Contemporary,Knowledge,med
Walter Bagehot,The English Constitution,,Dignified and efficient parts sustain Britain's government,Politics,"Power, Elites & Classical Democratic Theory",Early Democratic Theory,Classical,DB,high
Walter Bagehot,Dignified and Efficient,,Monarchy commands awe while cabinet wields real power,Politics,"Power, Elites & Classical Democratic Theory",Early Democratic Theory,Classical,DB,high
Walter Bagehot,Lombard Street,,Central bank as lender of last resort in financial panics,Politics,"Power, Elites & Classical Democratic Theory",Early Democratic Theory,Classical,DB,high
Walter Bagehot,Cabinet Government,,Fusion of executive and legislature in the cabinet's hands,Politics,"Power, Elites & Classical Democratic Theory",Early Democratic Theory,Classical,Knowledge,med
Walter Benjamin,Aura,Aura,Unique presence of an artwork lost in mechanical reproduction,Critics,Marxist & Materialist,Frankfurt School & Critical Theory,Modern,DB,high
Walter Benjamin,The Work of Art in the Age of Mechanical Reproduction,Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit,"Reproduction transforms art's authority, ritual, and politics",Critics,Marxist & Materialist,Frankfurt School & Critical Theory,Modern,DB,high
Walter Benjamin,Flâneur,Flâneur,Urban stroller reading the modern city as spectacle,Critics,Marxist & Materialist,Frankfurt School & Critical Theory,Modern,DB,high
Walter Benjamin,Dialectical Image,Dialektisches Bild,Past and present colliding in a flash of legibility,Critics,Marxist & Materialist,Frankfurt School & Critical Theory,Modern,Knowledge,high
Walter Benjamin,Angel of History,Engel der Geschichte,History seen as one mounting catastrophe of wreckage,Critics,Marxist & Materialist,Frankfurt School & Critical Theory,Modern,Knowledge,high
Wendy Brown,Undoing the Demos,,Neoliberalism economizes and hollows out democratic life,Politics,Radical & Critical Traditions,Critical Theory & Neo-Marxism,Contemporary,DB,high
Wendy Brown,States of Injury,,Identity politics can entrench wounded attachment to suffering,Politics,Radical & Critical Traditions,Critical Theory & Neo-Marxism,Contemporary,DB,high
Wendy Brown,Nihilistic Times,,Neoliberal nihilism corrodes meaning and democratic value,Politics,Radical & Critical Traditions,Critical Theory & Neo-Marxism,Contemporary,DB,high
Wendy Brown,Wounded Attachments,,Politicized identities bound to the injuries that formed them,Politics,Radical & Critical Traditions,Critical Theory & Neo-Marxism,Contemporary,Knowledge,high
Wendy Doniger,The Hindus,,Alternative history centering marginalized voices in Hinduism,Society,Advanced & Applied Social Theories,Religion,Contemporary,DB,high
Wendy Doniger,The Bedtrick,,Myths of mistaken sexual identity across world traditions,Society,Advanced & Applied Social Theories,Religion,Contemporary,DB,high
Wendy Doniger,Dreams Illusion and Other Realities,,Hindu myth blurring the boundary of dream and reality,Society,Advanced & Applied Social Theories,Religion,Contemporary,DB,med
Wendy Doniger,Implied Spider,,Comparative method weaving myths across cultures and contexts,Society,Advanced & Applied Social Theories,Religion,Contemporary,Knowledge,med
Whitney Phillips,This Is Why We Can't Have Nice Things,,Online trolling mirrors mainstream culture's own values,Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,DB,high
Whitney Phillips,The Ambivalent Internet,,"Online folklore is irreducibly playful, antagonistic, and ambiguous",Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,DB,high
Whitney Phillips,Trolling,,Networked provocation as a cultural and rhetorical practice,Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,DB,high
Whitney Phillips,Deep Memetic Frames,,Hidden worldviews that structure how media spread and mean,Culture,"Digital, Media & Algorithmic Culture",Networked & Participatory Culture,Contemporary,Knowledge,med
Willem de Haan,Penal Abolitionism,,Abolishing prisons and the punitive logic of criminal justice,LAW,"Criminal Law, Punishment & Restorative Justice",Restorative & Transitional Justice,Modern,DB,high
Willem de Haan,The Politics of Redress,,Replacing punishment with redress and community problem-solving,LAW,"Criminal Law, Punishment & Restorative Justice",Restorative & Transitional Justice,Modern,DB,high
Willem de Haan,Violence as a Contested Concept,,"Violence has no fixed meaning, only political definitions",LAW,"Criminal Law, Punishment & Restorative Justice",Restorative & Transitional Justice,Modern,DB,med
William Ian Miller,The Anatomy of Disgust,,Disgust as a moral and social ordering emotion,LAW,Legal History & Historical Jurisprudence,Historical Jurisprudence & Legal Evolution,Contemporary,DB,high
William Ian Miller,Eye for an Eye,,Talionic justice as precise reckoning of debt and worth,LAW,Legal History & Historical Jurisprudence,Historical Jurisprudence & Legal Evolution,Contemporary,DB,high
William Ian Miller,Humiliation,,"Honor, shame, and humiliation in saga-era social life",LAW,Legal History & Historical Jurisprudence,Historical Jurisprudence & Legal Evolution,Contemporary,DB,high
William Ian Miller,Bloodtaking and Peacemaking,,Feud as an ordered legal system in saga Iceland,LAW,Legal History & Historical Jurisprudence,Historical Jurisprudence & Legal Evolution,Contemporary,Knowledge,med
William Nordhaus,DICE Model,,Integrated model linking climate change and economic growth,Economics,Development & Environmental Economics,Environmental & Resource Economics,Contemporary,DB,high
William Nordhaus,Social Cost of Carbon,,Monetary estimate of damage from each ton of carbon emitted,Economics,Development & Environmental Economics,Environmental & Resource Economics,Contemporary,DB,high
William Nordhaus,Climate Economics,,Applying cost-benefit economics to climate policy,Economics,Development & Environmental Economics,Environmental & Resource Economics,Contemporary,DB,high
William Nordhaus,Climate Casino,,Climate change as a dangerous economic gamble,Economics,Development & Environmental Economics,Environmental & Resource Economics,Contemporary,Knowledge,med
William W. Kelly,The Hanshin Tigers,,Baseball fandom as ritual of Japanese regional identity,ART,Sport & Physical Culture,Sociology & Politics of Sport,Contemporary,DB,high
William W. Kelly,Fanning the Flames,,Sport spectatorship and the production of fan communities,ART,Sport & Physical Culture,Sociology & Politics of Sport,Contemporary,DB,high
William W. Kelly,Japanese Sport,,Sport as a lens onto modern Japanese society and culture,ART,Sport & Physical Culture,Sociology & Politics of Sport,Contemporary,DB,med
Wolfgang Streeck,Buying Time,,Democratic capitalism postpones its crises by accumulating debt,Politics,Political Economy & Comparative Politics,Political Economy & Neoliberalism,Contemporary,DB,high
Wolfgang Streeck,How Will Capitalism End?,,Capitalism decaying without a successor system to replace it,Politics,Political Economy & Comparative Politics,Political Economy & Neoliberalism,Contemporary,DB,high
Wolfgang Streeck,Democratic Capitalism,,Inherent tension between market justice and democratic justice,Politics,Political Economy & Comparative Politics,Political Economy & Neoliberalism,Contemporary,DB,high
Wolfgang Streeck,Consolidation State,,State reshaped to prioritize creditors over citizens,Politics,Political Economy & Comparative Politics,Political Economy & Neoliberalism,Contemporary,Knowledge,med
Yanis Varoufakis,Technofeudalism,,"Platform rents replace profit, making capitalism into feudalism",Economics,"Platform, Digital & Data Economy",Platform & Network Economics,Contemporary,DB,high
Yanis Varoufakis,The Global Minotaur,,US deficits absorbed global surpluses to stabilize capitalism,Economics,"Platform, Digital & Data Economy",Platform & Network Economics,Contemporary,DB,high
Yanis Varoufakis,Cloud Capital,,Algorithmic platforms as a new dominant form of capital,Economics,"Platform, Digital & Data Economy",Platform & Network Economics,Contemporary,DB,high
Yanis Varoufakis,Adults in the Room,,Insider account of power within the eurozone debt crisis,Economics,"Platform, Digital & Data Economy",Platform & Network Economics,Contemporary,DB,med
Yasmin Ibrahim,Technological Gaze,,Digital technologies reshape how we see and are seen,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Yasmin Ibrahim,Digital Icons,,Online images become condensed symbols of meaning and power,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,med
Yasmin Ibrahim,Politics of Gaze,,"Visual regimes structure power, spectacle, and the body online",Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,med
Yiannis Gabriel,Storytelling in Organizations,,Organizations understood through the stories members tell,MANAGEMENT,Organizational Behavior & Work Psychology,Decision Making & Behavioral Ethics,Contemporary,DB,high
Yiannis Gabriel,The Unmanageable Consumer,,"Consumers as unruly, contradictory agents resisting control",MANAGEMENT,Organizational Behavior & Work Psychology,Decision Making & Behavioral Ethics,Contemporary,DB,high
Yiannis Gabriel,Organizational Narratives,,"Narratives reveal the emotional, political life of organizations",MANAGEMENT,Organizational Behavior & Work Psychology,Decision Making & Behavioral Ethics,Contemporary,DB,med
Yiannis Gabriel,Organizational Miasma,,Toxic emotional atmosphere spreading through troubled workplaces,MANAGEMENT,Organizational Behavior & Work Psychology,Decision Making & Behavioral Ethics,Contemporary,Knowledge,med
Yvonne Tasker,Spectacular Bodies,,"Action cinema's display of muscular, gendered bodies",Critics,Identity-Based & Political,Feminist & Gender Criticism,Contemporary,DB,high
Yvonne Tasker,Working Girls,,Women's labor and sexuality in popular Hollywood film,Critics,Identity-Based & Political,Feminist & Gender Criticism,Contemporary,DB,high
Yvonne Tasker,Action Cinema,,"Gender, genre, and the politics of the action film",Critics,Identity-Based & Political,Feminist & Gender Criticism,Contemporary,DB,high
Yvonne Tasker,Musculinity,,Muscular female bodies destabilizing action-film gender codes,Critics,Identity-Based & Political,Feminist & Gender Criticism,Contemporary,Knowledge,med
Zeke Faux,Number Go Up,,Inside the speculative mania and fraud of the crypto boom,Economics,"Platform, Digital & Data Economy",Data & Algorithmic Markets,Contemporary,DB,high
Zeke Faux,Tether Mystery,,Investigating the opaque stablecoin underpinning crypto markets,Economics,"Platform, Digital & Data Economy",Data & Algorithmic Markets,Contemporary,DB,med
Zeke Faux,Crypto-Grift,,Cryptocurrency hype as engine of large-scale grift,Economics,"Platform, Digital & Data Economy",Data & Algorithmic Markets,Contemporary,DB,med
Zeynep Tufekci,Networked Publics,,Social media reshape how movements form and act,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Zeynep Tufekci,Twitter and Tear Gas,,Digital protest gains speed but loses organizational capacity,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Zeynep Tufekci,Attention Economy,,Platforms compete to capture and monetize attention,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Zeynep Tufekci,Networked Authoritarianism,,States exploit networks for surveillance and demobilization,Society,Digital & Network Society,Social Technology & Data,Contemporary,Knowledge,med
Zygmunt Bauman,Liquid Modernity,,"Modern life as fluid, uncertain, and endlessly reconfiguring",Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,high
Zygmunt Bauman,Liquid Love,,"Fragile, disposable bonds in a deregulated emotional world",Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,high
Zygmunt Bauman,Wasted Lives,,Globalization produces surplus humans as human waste,Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,high
Zygmunt Bauman,Consumer Society,,"Identity and life organized around consumption, not production",Society,Contemporary Social Theories,Globalization & World-Systems,Modern,DB,high
Zygmunt Bauman,Modernity and the Holocaust,,The Holocaust as a product of modern rationality and bureaucracy,Society,Contemporary Social Theories,Globalization & World-Systems,Modern,Knowledge,high
Ulises A. Mejias,Data Colonialism,,Data extraction as a new colonial appropriation of life,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Ulises A. Mejias,The Costs of Connection,,Connection's hidden price is dispossession through data,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Ulises A. Mejias,Data Grab,,Resisting the seizure of human life as raw data,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,DB,high
Ulises A. Mejias,Paranodality,,Power and meaning residing outside the network's nodes,Culture,"Digital, Media & Algorithmic Culture",Algorithmic & Platform Culture,Contemporary,Knowledge,med
Veena Dubal,Algorithmic Wage Discrimination,,"Personalized, variable, unpredictable pay set by gig platform algorithms",LAW,"Digital, Technology & AI Law","AI, Algorithms & Automated Decision-Making",Contemporary,Web,high
Veena Dubal,Gig Precarity,,Insecurity and control built into gig-economy labor relations,LAW,"Digital, Technology & AI Law","AI, Algorithms & Automated Decision-Making",Contemporary,Web,med
